"region","customer_id","customer_name","total_sales","row_number_rank","rank_with_gaps","dense_rank_no_gaps"
"Central","SS-20875","Sung Shariari","114.840","465","465","464"
"Central","GT-14755","Guy Thornton","112.912","466","466","465"
"Central","EM-13960","Eric Murdock","111.760","467","467","466"
"Central","CS-12490","Cindy Schnelling","111.672","468","468","467"
"Central","KB-16315","Karl Braun","111.65","469","469","468"
"Central","JD-16015","Joy Daniels","110.840","470","470","469"
"Central","ON-18715","Odella Nelson","110.808","471","471","470"
"Central","CS-12250","Chris Selesnick","108.496","472","472","471"
"Central","BP-11095","Bart Pistole","108.438","473","473","472"
"Central","TD-20995","Tamara Dahlen","108.184","474","474","473"
"Central","EN-13780","Edward Nazzal","107.532","475","475","474"
"Central","KW-16435","Katrina Willman","106.564","476","476","475"
"Central","JL-15235","Janet Lee","104.92","477","477","476"
"Central","KN-16705","Kristina Nunn","100.860","478","478","477"
"Central","PT-19090","Pete Takahito","100.748","479","479","478"
"Central","VT-21700","Valerie Takahito","100.24","480","480","479"
"Central","JL-15505","Jeremy Lonsdale","99.876","481","481","480"
"Central","SJ-20500","Shirley Jackson","97.264","482","482","481"
"Central","KH-16510","Keith Herrera","96.688","483","483","482"
"Central","NM-18520","Neoma Murray","95.052","484","484","483"
"Central","EB-13840","Ellis Ballard","94.428","485","485","484"
"Central","EJ-13720","Ed Jacobs","92.856","486","486","485"
"Central","DD-13570","Dorothy Dickinson","92.430","487","487","486"
"Central","PM-19135","Peter McVee","91.544","488","488","487"
"Central","BT-11440","Bobby Trafton","91.534","489","489","488"
"Central","SP-20860","Sung Pak","91.528","490","490","489"
"Central","CC-12145","Charles Crestani","89.820","491","491","490"
"Central","CS-12130","Chad Sievert","88.8","492","492","491"
"Central","CS-11950","Carlos Soltero","87.312","493","493","492"
"Central","EL-13735","Ed Ludwig","86.62","494","494","493"
"Central","BD-11770","Bryan Davis","86.352","495","495","494"
"Central","KH-16630","Ken Heidel","86.264","496","496","495"
"Central","DW-13540","Don Weiss","84.608","497","497","496"
"Central","FA-14230","Frank Atkinson","80.880","498","498","497"
"Central","PS-19045","Penelope Sewall","79.36","499","499","498"
"Central","ER-13855","Elpida Rittenbach","77.88","500","500","499"
"Central","SM-20005","Sally Matthias","77.488","501","501","500"
"Central","DO-13645","Doug O'Connell","76.64","502","502","501"
"Central","NK-18490","Neil Knudson","74.352","503","503","502"
"Central","MY-17380","Maribeth Yedwab","73.680","504","504","503"
"Central","JF-15415","Jennifer Ferguson","73.576","505","505","504"
"Central","JF-15355","Jay Fein","73.560","506","506","505"
"Central","NF-18595","Nicole Fjeld","73.008","507","507","506"
"Central","AM-10360","Alice McCarthy","72.600","508","508","507"
"Central","CM-11815","Candace McMahon","70.304","509","509","508"
"Central","PB-19210","Phillip Breyer","69.93","510","510","509"
"Central","KN-16390","Katherine Nockton","68.712","511","511","510"
"Central","ML-18040","Michelle Lonsdale","67.21","512","512","511"
"Central","JC-16105","Julie Creighton","67.15","513","513","512"
"Central","FM-14290","Frank Merwin","65.840","514","514","513"
"Central","SC-20260","Scott Cohen","65.028","515","515","514"
"Central","BS-11365","Bill Shonely","64.59","516","516","515"
"Central","DL-13315","Delfina Latchford","63.160","517","517","516"
"Central","CC-12610","Corey Catlett","61.792","518","518","517"
"Central","JJ-15445","Jennifer Jackson","61.604","519","519","518"
"Central","ND-18370","Natalie DeCherney","61.486","520","520","519"
"Central","JE-15475","Jeremy Ellison","60.440","521","521","520"
"Central","TB-21175","Thomas Boland","60.416","522","522","521"
"Central","NC-18535","Nick Crebassa","58.416","523","523","522"
"Central","SS-20140","Saphhira Shifley","56.280","524","524","523"
"Central","TT-21265","Tim Taslimi","54.96","525","525","524"
"Central","HJ-14875","Heather Jas","53.72","526","526","525"
"Central","TC-21475","Tony Chapman","53.352","527","527","526"
"Central","JW-16075","Julia West","53.088","528","528","527"
"Central","DM-13525","Don Miller","52.096","529","529","528"
"Central","AG-10765","Anthony Garverick","51.592","530","530","529"
"Central","LH-17020","Lisa Hazard","51.184","531","531","530"
"Central","JD-15790","John Dryer","50.784","532","532","531"
"Central","RF-19840","Roy Franzцsisch","49.632","533","533","532"
"Central","BN-11470","Brad Norvell","49.616","534","534","533"
"Central","KN-16450","Kean Nguyen","48.632","535","535","534"
"Central","SS-20515","Shirley Schmidt","47.97","536","536","535"
"Central","PJ-18835","Patrick Jones","47.264","537","537","536"
"Central","RM-19375","Raymond Messe","46.864","538","538","537"
"Central","SS-20590","Sonia Sunley","46.40","539","539","538"
"Central","SF-20065","Sandra Flanagan","45.04","540","540","539"
"Central","HF-14995","Herbert Flentye","43.85","541","541","540"
"Central","AR-10405","Allen Rosenblatt","41.28","542","542","541"
"Central","MS-17830","Melanie Seite","40.544","543","543","542"
"Central","SB-20170","Sarah Bern","38.572","544","544","543"
"Central","EC-14050","Erin Creighton","38.16","545","545","544"
"Central","SG-20890","Susan Gilcrest","37.446","546","546","545"
"Central","AB-10165","Alan Barnes","37.296","547","547","546"
"Central","MC-17575","Matt Collins","36.294","548","548","547"
"Central","JL-15130","Jack Lebron","34.752","549","549","548"
"Central","MT-17815","Meg Tillman","34.048","550","550","549"
"Central","BS-11590","Brendan Sweed","33.4","551","551","550"
"Central","DP-13105","Dave Poirier","32.56","552","552","551"
"Central","SV-20785","Stewart Visinsky","32.4","553","553","552"
"Central","LC-17050","Liz Carlisle","30.56","554","554","553"
"Central","TS-21430","Tom Stivers","30.36","555","555","554"
"Central","EM-14065","Erin Mull","30.336","556","556","555"
"Central","NW-18400","Natalie Webber","30.32","557","557","556"
"Central","AW-10840","Anthony Witt","30.264","558","558","557"
"Central","TS-21205","Thomas Seio","28.836","559","559","558"
"Central","AP-10720","Anne Pryor","27.168","560","560","559"
"Central","JL-15850","John Lucas","26.632","561","561","560"
"Central","EK-13795","Eileen Kiefer","25.488","562","562","561"
"Central","FH-14350","Fred Harton","24.816","563","563","562"
"Central","BP-11050","Barry Pond","24.04","564","564","563"
"Central","SP-20920","Susan Pistek","23.992","565","565","564"
"Central","JO-15550","Jesus Ocampo","23.55","566","566","565"
"Central","EH-13765","Edward Hooks","22.992","567","567","566"
"Central","SW-20275","Scott Williamson","22.38","568","568","567"
"Central","JB-15925","Joni Blumstein","22.368","569","569","568"
"Central","MZ-17515","Mary Zewe","22.160","570","570","569"
"Central","TC-21295","Toby Carlisle","21.99","571","571","570"
"Central","LW-16825","Laurel Workman","20.64","572","572","571"
"Central","RB-19360","Raymond Buch","20.23","573","573","572"
"Central","RH-19495","Rick Hansen","20.16","574","574","573"
"Central","JP-16135","Julie Prescott","19.67","575","575","574"
"Central","CR-12625","Corey Roper","19.44","576","576","575"
"Central","VP-21730","Victor Preis","19","577","577","576"
"Central","GB-14530","George Bell","18.720","578","578","577"
"Central","CS-11845","Cari Sayre","18.420","579","579","578"
"Central","RA-19285","Ralph Arnett","18.26","580","580","579"
"Central","CG-12040","Catherine Glotzbach","18.24","581","581","580"
"Central","HA-14905","Helen Abelman","17.496","582","582","581"
"Central","DB-13660","Duane Benoit","17.324","583","583","582"
"Central","BT-11305","Beth Thompson","17.12","584","584","583"
"Central","DA-13450","Dianna Arnett","16.608","585","585","584"
"Central","PL-18925","Paul Lucas","16.52","586","586","585"
"Central","VM-21835","Vivian Mathis","16.28","587","587","586"
"Central","ST-20530","Shui Tom","16.176","588","588","587"
"Central","AH-10195","Alan Haines","16.03","589","589","588"
"Central","AH-10585","Angele Hood","15.984","590","590","589"
"Central","SV-20935","Susan Vittorini","15.576","591","591","590"
"Central","RB-19795","Ross Baird","15.28","592","592","591"
"Central","DB-12910","Daniel Byrd","15.008","593","593","592"
"Central","AB-10600","Ann Blume","14.48","594","594","593"
"Central","SC-20845","Sung Chung","14.112","595","595","594"
"Central","AB-10255","Alejandro Ballentine","13.616","596","596","595"
"Central","BP-11230","Benjamin Patterson","12.86","597","597","596"
"Central","AC-10615","Ann Chong","12.768","598","598","597"
"Central","RS-19870","Roy Skaria","12.68","599","599","598"
"Central","BS-11380","Bill Stewart","12.624","600","600","599"
"Central","BW-11200","Ben Wallace","12.176","601","601","600"
"Central","CK-12595","Clytie Kelty","12.128","602","602","601"
"Central","RF-19345","Randy Ferguson","11.952","603","603","602"
"Central","AR-10510","Andrew Roberts","10.8","604","604","603"
"Central","BG-11740","Bruce Geld","10.784","605","605","604"
"Central","CC-12550","Clay Cheatham","10.368","606","606","605"
"Central","CS-12175","Charles Sheldon","9.99","607","607","606"
"Central","MH-17785","Maya Herman","9.248","608","608","607"
"Central","CL-12700","Craig Leslie","8.76","609","609","608"
"Central","MG-17890","Michael Granlund","8.736","610","610","609"
"Central","DH-13075","Dave Hallsten","8.712","611","611","610"
"Central","DP-13165","David Philippe","8.016","612","612","611"
"Central","MR-17545","Mathew Reese","7.68","613","613","612"
"Central","EH-14185","Evan Henry","6.928","614","614","613"
"Central","MH-17620","Matt Hagelstein","6.816","615","615","614"
"Central","DL-12865","Dan Lawera","6","616","616","615"
"Central","LD-16855","Lela Donovan","5.304","617","617","616"
"Central","ME-18010","Michelle Ellison","5.184","618","618","617"
"Central","LB-16795","Laurel Beltran","3.136","619","619","618"
"Central","VM-21685","Valerie Mitchum","2.912","620","620","619"
"Central","KC-16540","Kelly Collister","2.296","621","621","620"
"Central","LB-16735","Larry Blacks","1.988","622","622","621"
"Central","MH-18025","Michelle Huthwaite","1.788","623","623","622"
"Central","CM-12160","Charles McCrossin","1.744","624","624","623"
"Central","CS-11860","Cari Schnelling","1.72","625","625","624"
"Central","Dl-13600","Dorris liebe","1.624","626","626","625"
"Central","CC-12370","Christopher Conant","1.248","627","627","626"
"Central","TS-21340","Toby Swindell","1.112","628","628","627"
"Central","RS-19765","Roland Schwarz","0.556","629","629","628"
"East","TA-21385","Tom Ashbrook","13723.498","1","1","1"
"East","HL-15040","Hunter Lopez","10522.55","2","2","2"
"East","BS-11365","Bill Shonely","10022.293","3","3","3"
"East","GT-14710","Greg Tran","9382.934","4","4","4"
"East","SV-20365","Seth Vernon","9216.568","5","5","5"
"East","CC-12370","Christopher Conant","8765.660","6","6","6"
"East","PF-19120","Peter Fuller","7678.228","7","7","7"
"East","TS-21370","Todd Sumrall","7629.210","8","8","8"
"East","TB-21400","Tom Boeckenhauer","6999.96","9","9","9"
"East","DR-12940","Daniel Raglin","6937.87","10","10","10"
"East","KD-16270","Karen Daniels","6241.282","11","11","11"
"East","KD-16495","Keith Dawkins","5871.738","12","12","12"
"East","CJ-12010","Caroline Jumper","5441.576","13","13","13"
"East","QJ-19255","Quincy Jones","5432.980","14","14","14"
"East","PK-19075","Pete Kriz","5073.002","15","15","15"
"East","LW-17215","Luke Weiss","5048.186","16","16","16"
"East","CS-12505","Cindy Stewart","5016.549","17","17","17"
"East","DM-13015","Darrin Martin","4952.105","18","18","18"
"East","NF-18385","Natalie Fritzler","4863.550","19","19","19"
"East","JA-15970","Joseph Airdo","4842.745","20","20","20"
"East","NM-18445","Nathan Mautz","4821.292","21","21","21"
"East","JM-15865","John Murray","4769.834","22","22","22"
"East","TP-21415","Tom Prescott","4738.764","23","23","23"
"East","AB-10060","Adam Bellavance","4487.352","24","24","24"
"East","AJ-10780","Anthony Jacobs","4486.444","25","25","25"
"East","SM-20950","Suzanne McNair","4454.268","26","26","26"
"East","CP-12340","Christine Phan","4164.988","27","27","27"
"East","TB-21520","Tracy Blumstein","4087.136","28","28","28"
"East","CM-12655","Corinna Mitchell","3999.79","29","29","29"
"East","SR-20740","Steven Roelle","3904.68","30","30","30"
"East","SP-20920","Susan Pistek","3903.137","31","31","31"
"East","MW-18220","Mitch Webber","3799.386","32","32","32"
"East","NW-18400","Natalie Webber","3769.779","33","33","33"
"East","VW-21775","Victoria Wilson","3725.512","34","34","34"
"East","RB-19795","Ross Baird","3655.112","35","35","35"
"East","BM-11650","Brian Moss","3524.449","36","36","36"
"East","RH-19495","Rick Hansen","3491.712","37","37","37"
"East","NP-18325","Naresj Patel","3385.614","38","38","38"
"East","JD-15895","Jonathan Doherty","3382.004","39","39","39"
"East","PM-19135","Peter McVee","3332.974","40","40","40"
"East","JD-16150","Justin Deggeller","3257.556","41","41","41"
"East","LC-16885","Lena Creighton","3220.272","42","42","42"
"East","SP-20620","Stefania Perrino","3150.551","43","43","43"
"East","AT-10735","Annie Thurman","3126.156","44","44","44"
"East","Dp-13240","Dean percer","3122.262","45","45","45"
"East","YC-21895","Yoseph Carroll","3116.49","46","46","46"
"East","DJ-13630","Doug Jacobs","3036.430","47","47","47"
"East","SC-20770","Stewart Carmichael","3015.661","48","48","48"
"East","PW-19240","Pierre Wener","2970.492","49","49","49"
"East","JL-15835","John Lee","2870.686","50","50","50"
"East","KM-16375","Katherine Murray","2846.22","51","51","51"
"East","DB-13270","Deborah Brumfield","2845.072","52","52","52"
"East","EH-13765","Edward Hooks","2840.118","53","53","53"
"East","KF-16285","Karen Ferguson","2633.51","54","54","54"
"East","SG-20605","Speros Goranitis","2622.882","55","55","55"
"East","ED-13885","Emily Ducich","2621.322","56","56","56"
"East","DG-13300","Deirdre Greer","2594.042","57","57","57"
"East","KH-16630","Ken Heidel","2588.876","58","58","58"
"East","JE-15715","Joe Elijah","2588.752","59","59","59"
"East","KT-16480","Kean Thornton","2587.676","60","60","60"
"East","GZ-14470","Gary Zandusky","2587.40","61","61","61"
"East","RR-19525","Rick Reed","2584.73","62","62","62"
"East","CL-12565","Clay Ludtke","2546.922","63","63","63"
"East","RH-19510","Rick Huthwaite","2545.12","64","64","64"
"East","KH-16330","Katharine Harms","2525.918","65","65","65"
"East","FP-14320","Frank Preis","2503.452","66","66","66"
"East","AC-10615","Ann Chong","2444.558","67","67","67"
"East","MS-17365","Maribeth Schnelling","2292.344","68","68","68"
"East","MA-17560","Matt Abelman","2281.840","69","69","69"
"East","NP-18670","Nora Paige","2258.28","70","70","70"
"East","BB-11545","Brenda Bowman","2256.75","71","71","71"
"East","ES-14080","Erin Smith","2252.476","72","72","72"
"East","TB-21625","Trudy Brown","2222.936","73","73","73"
"East","VD-21670","Valerie Dominguez","2220.06","74","74","74"
"East","AH-10075","Adam Hart","2214.047","75","75","75"
"East","MY-18295","Muhammed Yedwab","2207.506","76","76","76"
"East","KN-16390","Katherine Nockton","2146.704","77","77","77"
"East","LA-16780","Laura Armstrong","2123.71","78","78","78"
"East","AM-10705","Anne McFarland","2116.506","79","79","79"
"East","EN-13780","Edward Nazzal","2091.834","80","80","80"
"East","DR-12880","Dan Reichenbach","2069.326","81","81","81"
"East","NP-18700","Nora Preis","2064.488","82","82","82"
"East","DB-13060","Dave Brooks","2040.99","83","83","83"
"East","EB-13750","Edward Becker","2034.036","84","84","84"
"East","CA-11965","Carol Adams","2024.408","85","85","85"
"East","ND-18370","Natalie DeCherney","2006.298","86","86","86"
"East","EB-14110","Eugene Barchas","1976.826","87","87","87"
"East","EP-13915","Emily Phan","1958.774","88","88","88"
"East","RW-19690","Robert Waldorf","1958.544","89","89","89"
"East","AS-10090","Adam Shillingsburg","1954.374","90","90","90"
"East","KM-16720","Kunst Miller","1953.86","91","91","91"
"East","TC-21295","Toby Carlisle","1944.47","92","92","92"
"East","CC-12220","Chris Cortes","1931.176","93","93","93"
"East","CB-12535","Claudia Bergmann","1925.582","94","94","94"
"East","CC-12685","Craig Carroll","1884.144","95","95","95"
"East","GM-14455","Gary Mitchum","1879.216","96","96","96"
"East","DL-13495","Dionis Lloyd","1864.592","97","97","97"
"East","BF-11170","Ben Ferrer","1851.232","98","98","98"
"East","JG-15160","James Galang","1848.238","99","99","99"
"East","IL-15100","Ivan Liston","1846.42","100","100","100"
"East","SV-20785","Stewart Visinsky","1809.118","101","101","101"
"East","FM-14290","Frank Merwin","1803.134","102","102","102"
"East","GK-14620","Grace Kelly","1793.98","103","103","103"
"East","CA-12775","Cynthia Arntzen","1793.121","104","104","104"
"East","RB-19705","Roger Barcio","1786.71","105","105","105"
"East","TH-21550","Tracy Hopkins","1780.56","106","106","106"
"East","MH-18115","Mick Hernandez","1772.290","107","107","107"
"East","CB-12415","Christy Brittain","1771.670","108","108","108"
"East","MP-17470","Mark Packer","1750.956","109","109","109"
"East","RD-19480","Rick Duston","1745.36","110","110","110"
"East","MP-18175","Mike Pelletier","1739.292","111","111","111"
"East","DB-13120","David Bremer","1736.172","112","112","112"
"East","DP-13105","Dave Poirier","1729.112","113","113","113"
"East","BS-11380","Bill Stewart","1716.646","114","114","114"
"East","AR-10405","Allen Rosenblatt","1689.364","115","115","115"
"East","MD-17350","Maribeth Dona","1677.584","116","116","116"
"East","CC-12430","Chuck Clark","1675.890","117","117","117"
"East","KM-16225","Kalyca Meade","1675.444","118","118","118"
"East","VT-21700","Valerie Takahito","1636.356","119","119","119"
"East","JK-15730","Joe Kamberova","1614.124","120","120","120"
"East","LD-17005","Lisa DeCherney","1609.32","121","121","121"
"East","PC-18745","Pamela Coakley","1605.048","122","122","122"
"East","DK-13225","Dean Katz","1589.956","123","123","123"
"East","PW-19030","Pauline Webber","1589.102","124","124","124"
"East","CT-11995","Carol Triggs","1586.332","125","125","125"
"East","CD-11920","Carlos Daly","1584.568","126","126","126"
"East","EH-14125","Eugene Hildebrand","1571.918","127","127","127"
"East","AF-10870","Art Ferguson","1562.086","128","128","128"
"East","JF-15190","Jamie Frazer","1559.500","129","129","129"
"East","OT-18730","Olvera Toch","1556.694","130","130","130"
"East","DB-13210","Dean Braden","1547.891","131","131","131"
"East","PP-18955","Paul Prost","1542.348","132","132","132"
"East","BE-11455","Brad Eason","1539.332","133","133","133"
"East","TH-21100","Thea Hendricks","1537.544","134","134","134"
"East","EJ-14155","Eva Jacobs","1517.049","135","135","135"
"East","FH-14365","Fred Hopkins","1505.772","136","136","136"
"East","HP-14815","Harold Pawlan","1496.032","137","137","137"
"East","FM-14215","Filia McAdams","1484.748","138","138","138"
"East","TB-21055","Ted Butterfield","1467.881","139","139","139"
"East","LB-16795","Laurel Beltran","1465.068","140","140","140"
"East","CK-12325","Christine Kargatis","1448.853","141","141","141"
"East","DH-13075","Dave Hallsten","1445.674","142","142","142"
"East","NS-18640","Noel Staavos","1437.286","143","143","143"
"East","AA-10645","Anna Andreadi","1434.330","144","144","144"
"East","DB-12970","Darren Budd","1433.586","145","145","145"
"East","JK-15625","Jim Karlsson","1424.908","146","146","146"
"East","PK-18910","Paul Knutson","1422.252","147","147","147"
"East","LS-16975","Lindsay Shagiari","1415.96","148","148","148"
"East","EB-13705","Ed Braxton","1411.494","149","149","149"
"East","LC-17140","Logan Currie","1408.346","150","150","150"
"East","JM-15250","Janet Martin","1407.428","151","151","151"
"East","EG-13900","Emily Grady","1380.872","152","152","152"
"East","VM-21685","Valerie Mitchum","1379.538","153","153","153"
"East","JP-15460","Jennifer Patt","1371.302","154","154","154"
"East","NS-18505","Neola Schneider","1370.535","155","155","155"
"East","FH-14275","Frank Hawley","1369.532","156","156","156"
"East","SB-20290","Sean Braxton","1368.121","157","157","157"
"East","SS-20410","Shahid Shariari","1363.674","158","158","158"
"East","RL-19615","Rob Lucas","1344.838","159","159","159"
"East","CS-11950","Carlos Soltero","1316.653","160","160","160"
"East","BT-11680","Brian Thompson","1283.396","161","161","161"
"East","JM-15535","Jessica Myrick","1272.118","162","162","162"
"East","GR-14560","Georgia Rosenberg","1271.42","163","163","163"
"East","PO-18850","Patrick O'Brill","1269.870","164","164","164"
"East","DV-13465","Dianna Vittorini","1257.82","165","165","165"
"East","JG-15805","John Grady","1256.97","166","166","166"
"East","NG-18355","Nat Gilpin","1249.056","167","167","167"
"East","BP-11185","Ben Peterman","1241.812","168","168","168"
"East","RS-19420","Ricardo Sperren","1230.43","169","169","169"
"East","HR-14830","Harold Ryan","1229.879","170","170","170"
"East","SW-20455","Shaun Weien","1217.568","171","171","171"
"East","MP-17965","Michael Paige","1217.106","172","172","172"
"East","JH-16180","Justin Hirsh","1215.530","173","173","173"
"East","MG-17695","Maureen Gnade","1196.778","174","174","174"
"East","DK-13375","Dennis Kane","1192.996","175","175","175"
"East","SG-20470","Sheri Gordon","1189.332","176","176","176"
"East","KL-16645","Ken Lonsdale","1185.54","177","177","177"
"East","GT-14635","Grant Thornton","1183.792","178","178","178"
"East","MK-17905","Michael Kennedy","1179.27","179","179","179"
"East","MM-17260","Magdelene Morse","1177.063","180","180","180"
"East","DL-13315","Delfina Latchford","1176.244","181","181","181"
"East","HM-14860","Harry Marie","1172.942","182","182","182"
"East","TS-21610","Troy Staebel","1163.116","183","183","183"
"East","CR-12730","Craig Reiter","1156.058","184","184","184"
"East","BP-11095","Bart Pistole","1153.906","185","185","185"
"East","MN-17935","Michael Nguyen","1153.602","186","186","186"
"East","AD-10180","Alan Dominguez","1152.982","187","187","187"
"East","PG-18820","Patrick Gardner","1151.222","188","188","188"
"East","SV-20935","Susan Vittorini","1145.525","189","189","189"
"East","GM-14680","Greg Matthias","1140.084","190","190","190"
"East","CK-12205","Chloris Kastensmidt","1133.951","191","191","191"
"East","BH-11710","Brosina Hoffman","1130.298","192","192","192"
"East","CL-11890","Carl Ludwig","1121.722","193","193","193"
"East","MM-17920","Michael Moore","1113.000","194","194","194"
"East","JG-15310","Jason Gross","1112.060","195","195","195"
"East","JK-15370","Jay Kimmel","1099.910","196","196","196"
"East","JK-16120","Julie Kriz","1099.328","197","197","197"
"East","DB-13405","Denny Blanton","1098.074","198","198","198"
"East","SP-20545","Sibella Parks","1093.370","199","199","199"
"East","JL-15235","Janet Lee","1091.548","200","200","200"
"East","ND-18460","Neil Ducich","1085.42","201","201","201"
"East","DM-13525","Don Miller","1082.15","202","202","202"
"East","ML-17410","Maris LaWare","1052.054","203","203","203"
"East","DP-13165","David Philippe","1050.60","204","204","204"
"East","JM-15265","Janet Molinari","1045.21","205","205","205"
"East","SM-20905","Susan MacKendrick","1043.041","206","206","206"
"East","RB-19465","Rick Bensley","1039.592","207","207","207"
"East","TC-21145","Theresa Coyne","1038.26","208","208","208"
"East","HA-14905","Helen Abelman","1036.620","209","209","209"
"East","BF-11020","Barry Franzцsisch","1035.8","210","210","210"
"East","MS-17770","Maxwell Schwartz","1033.480","211","211","211"
"East","BP-11230","Benjamin Patterson","1022.97","212","212","212"
"East","LF-17185","Luke Foster","1021.439","213","213","213"
"East","BS-11755","Bruce Stewart","1011.572","214","214","214"
"East","RS-19765","Roland Schwarz","1006.122","215","215","215"
"East","EA-14035","Erin Ashbrook","989.337","216","216","216"
"East","MH-17290","Marc Harrigan","987.188","217","217","217"
"East","SJ-20500","Shirley Jackson","968.40","218","218","218"
"East","SP-20860","Sung Pak","967.462","219","219","219"
"East","BG-11695","Brooke Gillingham","966.066","220","220","220"
"East","TS-21160","Theresa Swint","956.204","221","221","221"
"East","SB-20170","Sarah Bern","954.548","222","222","222"
"East","PS-18760","Pamela Stobb","953.107","223","223","223"
"East","ML-17395","Marina Lichtenstein","946.42","224","224","224"
"East","KD-16345","Katherine Ducich","940.434","225","225","225"
"East","SP-20650","Stephanie Phelps","938.994","226","226","226"
"East","BN-11515","Bradley Nguyen","936.124","227","227","227"
"East","BP-11050","Barry Pond","926.08","228","228","228"
"East","SC-20260","Scott Cohen","919.848","229","229","229"
"East","RB-19435","Richard Bierner","919.188","230","230","230"
"East","TH-21115","Thea Hudgings","915.584","231","231","231"
"East","KA-16525","Kelly Andreada","914.578","232","232","232"
"East","SW-20275","Scott Williamson","912.99","233","233","233"
"East","GW-14605","Giulietta Weimer","911.036","234","234","234"
"East","FG-14260","Frank Gastineau","903.036","235","235","235"
"East","DS-13180","David Smith","900.068","236","236","236"
"East","JF-15565","Jill Fjeld","899.952","237","237","237"
"East","CW-11905","Carl Weiss","899.82","238","238","238"
"East","CK-12595","Clytie Kelty","899.182","239","239","239"
"East","VP-21730","Victor Preis","899.11","240","240","240"
"East","CY-12745","Craig Yedwab","895.944","241","241","241"
"East","GB-14530","George Bell","890.366","242","242","242"
"East","SK-19990","Sally Knutson","883.409","243","243","243"
"East","CS-12355","Christine Sundaresam","877.092","244","244","244"
"East","DB-13360","Dennis Bolton","863.842","245","245","245"
"East","MC-17590","Matt Collister","855.60","246","246","246"
"East","LR-17035","Lisa Ryan","847.809","247","247","247"
"East","TT-21070","Ted Trevino","841.486","248","248","248"
"East","SM-20320","Sean Miller","837.444","249","249","249"
"East","MG-17680","Maureen Gastineau","835.002","250","250","250"
"East","KB-16315","Karl Braun","820.330","251","251","251"
"East","GM-14500","Gene McClure","815.134","252","252","252"
"East","EM-14140","Eugene Moren","807.54","253","253","253"
"East","TB-21280","Toby Braunhardt","806.806","254","254","254"
"East","AH-10210","Alan Hwang","801.988","255","255","255"
"East","CM-12115","Chad McGuire","800.04","256","256","256"
"East","AB-10150","Aimee Bixby","797.522","257","257","257"
"East","CD-12280","Christina DeMoss","796.036","258","258","258"
"East","DM-12955","Dario Medina","795.408","259","259","259"
"East","SO-20335","Sean O'Donnell","794.574","260","260","260"
"East","AR-10345","Alex Russell","790.608","261","261","261"
"East","DW-13585","Dorothy Wardle","788.152","262","262","262"
"East","RP-19390","Resi Pцlking","773.538","263","263","263"
"East","MO-17500","Mary O'Rourke","771.460","264","264","264"
"East","TB-21190","Thomas Brumley","767.214","265","265","265"
"East","LW-16825","Laurel Workman","765.494","266","266","266"
"East","JE-15745","Joel Eaton","765.152","267","267","267"
"East","AR-10825","Anthony Rawles","765.076","268","268","268"
"East","PO-19195","Phillina Ober","764.494","269","269","269"
"East","BS-11800","Bryan Spruell","760.80","270","270","270"
"East","VB-21745","Victoria Brennan","756.8","271","271","271"
"East","MG-18145","Mike Gockenbach","755.096","272","272","272"
"East","MM-18055","Michelle Moray","754.356","273","273","273"
"East","SC-20725","Steven Cartwright","747.574","274","274","274"
"East","NB-18655","Nona Balk","747.186","275","275","275"
"East","JB-15400","Jennifer Braxton","746.43","276","276","276"
"East","TS-21505","Tony Sayre","744.316","277","277","277"
"East","CS-12400","Christopher Schild","743.988","278","278","278"
"East","GD-14590","Giulietta Dortch","737.394","279","279","279"
"East","DL-12925","Daniel Lacy","733.56","280","280","280"
"East","VP-21760","Victoria Pisteka","732.256","281","281","281"
"East","CV-12805","Cynthia Voltz","728.222","282","282","282"
"East","DN-13690","Duane Noonan","711.06","283","283","283"
"East","PO-18865","Patrick O'Donnell","705.282","284","284","284"
"East","LM-17065","Liz MacKendrick","700.644","285","285","285"
"East","CM-12235","Chris McAfee","698.50","286","286","286"
"East","KB-16405","Katrina Bavinger","697.525","287","287","287"
"East","KE-16420","Katrina Edelman","692.132","288","288","288"
"East","RB-19360","Raymond Buch","691.348","289","289","289"
"East","FO-14305","Frank Olsen","682.216","290","290","290"
"East","CR-12820","Cyra Reiten","681.91","291","291","291"
"East","ML-17755","Max Ludwig","674.304","292","292","292"
"East","MS-17980","Michael Stewart","673.908","293","293","293"
"East","Dl-13600","Dorris liebe","673.818","294","294","294"
"East","PO-19180","Philisse Overcash","673.21","295","295","295"
"East","RB-19330","Randy Bradley","670.378","296","296","296"
"East","BC-11125","Becky Castell","669.378","297","297","297"
"East","SW-20755","Steven Ward","663.964","298","298","298"
"East","EH-14185","Evan Henry","663.802","299","299","299"
"East","RM-19375","Raymond Messe","658.58","300","300","300"
"East","TB-21250","Tim Brockman","655.88","301","301","301"
"East","EB-13870","Emily Burns","655.182","302","302","302"
"East","AG-10525","Andy Gerbode","654.772","303","303","303"
"East","DK-13090","Dave Kipp","648.691","304","304","304"
"East","SF-20065","Sandra Flanagan","638.882","305","305","305"
"East","DB-13555","Dorothy Badders","636.576","306","306","306"
"East","DM-13345","Denise Monton","630.366","307","307","307"
"East","KB-16600","Ken Brennan","629.95","308","308","308"
"East","JB-15925","Joni Blumstein","627.924","309","309","309"
"East","IM-15070","Irene Maddox","627.77","310","310","310"
"East","MB-17305","Maria Bertelson","620.914","311","311","311"
